# BUSCO version is: 5.3.2 
# The lineage dataset is: pseudomonadales_odb10 (Creation date: 2020-03-06, number of genomes: 159, number of BUSCOs: 782)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
207at72274	Complete	NODE_28_length_85663_cov_33.283895	70755	74954	-	2477.1	1220	https://www.orthodb.org/v10?query=207at72274	DNA-directed RNA polymerase subunit beta'
208at72274	Complete	NODE_28_length_85663_cov_33.283895	75019	79092	-	2330.9	1218	https://www.orthodb.org/v10?query=208at72274	DNA-directed RNA polymerase subunit beta
209at72274	Complete	NODE_18_length_107337_cov_31.812683	800	5245	+	2331.3	1261	https://www.orthodb.org/v10?query=209at72274	Glutamate synthase
299at72274	Complete	NODE_22_length_101372_cov_30.379597	40920	44831	+	1539.7	1028	https://www.orthodb.org/v10?query=299at72274	ATP-dependent helicase
391at72274	Complete	NODE_41_length_62850_cov_33.559968	55939	59835	+	1918.8	1067	https://www.orthodb.org/v10?query=391at72274	phosphoribosylformylglycinamidine synthase
395at72274	Complete	NODE_56_length_47128_cov_31.918794	39006	42716	-	2034.2	1067	https://www.orthodb.org/v10?query=395at72274	methionine synthase
436at72274	Complete	NODE_12_length_139267_cov_38.882874	55515	58736	-	1806.9	905	https://www.orthodb.org/v10?query=436at72274	carbamoyl phosphate synthase large subunit
457at72274	Complete	NODE_12_length_139267_cov_38.882874	128746	132423	-	976.7	763	https://www.orthodb.org/v10?query=457at72274	RecBCD enzyme subunit RecB
543at72274	Complete	NODE_18_length_107337_cov_31.812683	41173	45126	-	1688.5	980	https://www.orthodb.org/v10?query=543at72274	bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase
606at72274	Complete	NODE_2_length_234165_cov_30.973912	97092	100541	-	1571.7	936	https://www.orthodb.org/v10?query=606at72274	Transcription-repair-coupling factor
712at72274	Complete	NODE_11_length_139671_cov_32.288504	41528	45211	-	1133.4	1037	https://www.orthodb.org/v10?query=712at72274	translocation/assembly module TamB
